class,height,width,red,green,blue,hue,saturation,value
yellow_totem,1.24,0.25,175.93760539629005,175.93760539629005,11.849915682967959,28.887015177065766,241.822934232715,175.93760539629005
green_totem,1.24,0.25,13.801724137931034,166.9719827586207,10.872844827586206,56.002155172413794,234.1530172413793,166.9719827586207
red_totem,1.24,0.25,207.77300613496934,29.177914110429448,29.177914110429448,0.0,219.48466257668713,207.77300613496934
buoy_red,2.5,2.0,207.77300613496934,29.177914110429448,29.177914110429448,0.0,219.48466257668713,207.77300613496934
green_totem,1.24,0.25,23.958693563880882,118.44572526416907,23.230547550432277,51.99231508165226,217.46781940441883,118.44572526416907
blue_totem,1.24,0.25,23.640476190476193,21.426190476190477,130.20714285714286,111.47857142857144,226.69523809523812,130.20714285714286
blue_totem,1.24,0.25,34.98908296943231,31.995633187772924,190.95633187772924,104.14628820960698,214.62882096069868,190.95633187772924
black_totem,1.24,0.25,20.654545454545456,19.283116883116882,19.283116883116882,0.11688311688311688,58.37662337662338,20.655844155844157
polyform_a7,1.0,1.0,2.83476599808978,1.4116523400191021,1.4116523400191021,0.0,88.57784145176696,2.83476599808978
polyform_a5,0.68,0.68,2.83476599808978,1.4116523400191021,1.4116523400191021,0.0,88.57784145176696,2.83476599808978
polyform_a3,0.43,0.43,2.83476599808978,1.4116523400191021,1.4116523400191021,0.0,88.57784145176696,2.83476599808978
yellow_totem,1.24,0.25,110.5031847133758,110.5031847133758,16.995222929936308,27.372611464968156,227.9968152866242,110.5047770700637
green_totem,1.24,0.25,13.937864077669902,130.40776699029126,12.324271844660194,55.09902912621359,230.96116504854368,130.40970873786407
green_totem,1.24,0.25,15.007874015748031,160.5551181102362,12.283464566929133,55.403543307086615,230.79921259842519,160.5551181102362
red_totem,1.24,0.25,133.97727272727272,5.784090909090909,5.784090909090909,0.0,242.60606060606062,133.97727272727272
buoy_red,2.5,2.0,133.97727272727272,5.784090909090909,5.784090909090909,0.0,242.60606060606062,133.97727272727272
black_totem,1.24,0.25,33.78689956331878,31.868122270742358,31.868122270742358,0.0,80.51441048034934,33.78689956331878
polyform_a7,1.0,1.0,2.4392789373814043,1.222011385199241,1.222011385199241,0.0,69.69924098671727,2.4392789373814043
polyform_a5,0.68,0.68,2.4392789373814043,1.222011385199241,1.222011385199241,0.0,69.69924098671727,2.4392789373814043
polyform_a3,0.43,0.43,2.4392789373814043,1.222011385199241,1.222011385199241,0.0,69.69924098671727,2.4392789373814043
red_totem,1.24,0.25,105.99143835616438,4.712328767123287,4.712328767123287,0.0,249.52568493150685,105.99143835616438
buoy_red,2.5,2.0,105.99143835616438,4.712328767123287,4.712328767123287,0.0,249.52568493150685,105.99143835616438
polyform_a7,1.0,1.0,2.946642134314627,1.46918123275069,1.46918123275069,0.0,90.09751609935603,2.946642134314627
polyform_a5,0.68,0.68,2.946642134314627,1.46918123275069,1.46918123275069,0.0,90.09751609935603,2.946642134314627
polyform_a3,0.43,0.43,2.946642134314627,1.46918123275069,1.46918123275069,0.0,90.09751609935603,2.946642134314627
black_totem,1.24,0.25,14.033101045296167,11.362369337979095,11.362369337979095,0.0,108.76480836236934,14.033101045296167
green_totem,1.24,0.25,24.43362831858407,126.18761061946903,22.067256637168143,49.683185840707964,206.52212389380531,126.18761061946903
red_totem,1.24,0.25,203.10591133004925,25.421182266009854,25.421182266009854,0.22167487684729065,224.86699507389162,203.10837438423644
